station_origin,Abbey Road,Acton Central,Acton Town,Aldgate,Aldgate East,All Saints,Alperton,Amersham,Anerley,Angel,Archway,Arnos Grove,Arsenal,Baker Street,Balham,Bank and Monument,Barbican,Barking,Barkingside,Barons Court,Battersea Park,Bayswater,Beckton,Beckton Park,Becontree,Belsize Park,Bermondsey,Bethnal Green,Blackfriars,Blackhorse Road,Blackwall,Bond Street,Borough,Boston Manor,Bounds Green,Bow Church,Bow Road,Brent Cross,Brentwood,Brixton,Brockley,Bromley-by-Bow,Brondesbury,Brondesbury Park,Bruce Grove,Buckhurst Hill,Burnt Oak,Bush Hill Park,Bushey,Caledonian Road,Caledonian Road & Barnsbury,Cambridge Heath,Camden Road,Camden Town,Canada Water,Canary Wharf,Canning Town,Cannon Street,Canonbury,Canons Park,Carpenders Park,Chadwell Heath,Chalfont & Latimer,Chalk Farm,Chancery Lane,Charing Cross,Chesham,Cheshunt,Chigwell,Chingford,Chiswick Park,Chorleywood,Clapham Common,Clapham High Street,Clapham Junction,Clapham North,Clapham South,Clapton,Cockfosters,Colindale,Colliers Wood,Covent Garden,Crossharbour,Crouch Hill,Croxley,Crystal Palace,Custom House,Cutty Sark,Cyprus,Dagenham East,Dagenham Heathway,Dalston Junction,Dalston Kingsland,Debden,Denmark Hill,Deptford Bridge,Devons Road,Dollis Hill,Ealing Broadway,Ealing Common,Earl's Court,East Acton,East Finchley,East Ham,East India,East Putney,Eastcote,Edgware,Edgware Road,Edmonton Green,Elephant & Castle,Elm Park,Elverson Road,Embankment,Emerson Park,Enfield Town,Epping,Euston,Euston Square,Fairlop,Farringdon,Finchley Central,Finchley Road,Finchley Road & Frognal,Finsbury Park,Forest Gate,Forest Hill,Fulham Broadway,Gallions Reach,Gants Hill,Gidea Park,Gloucester Road,Golders Green,Goldhawk Road,Goodge Street,Goodmayes,Gospel Oak,Grange Hill,Great Portland Street,Green Park,Greenford,Greenwich,Gunnersbury,Hackney Central,Hackney Downs,Hackney Wick,Haggerston,Hainault,Hammersmith,Hampstead,Hampstead Heath,Hanger Lane,Harlesden,Harold Wood,Harringay Green Lanes,Harrow & Wealdstone,Harrow-on-the-Hill,Hatch End,Hatton Cross,Headstone Lane,Heathrow Terminal 4,Heathrow Terminal 5,Heathrow Terminals 2 & 3,Hendon Central,Heron Quays,High Barnet,High Street Kensington,Highams Park,Highbury & Islington,Highgate,Hillingdon,Holborn,Holland Park,Holloway Road,Homerton,Honor Oak Park,Hornchurch,Hounslow Central,Hounslow East,Hounslow West,Hoxton,Hyde Park Corner,Ickenham,Ilford,Imperial Wharf,Island Gardens,Kennington,Kensal Green,Kensal Rise,Kensington,Kentish Town,Kentish Town West,Kenton,Kew Gardens,Kilburn,Kilburn High Road,Kilburn Park,King George V,King's Cross St. Pancras,Kingsbury,Knightsbridge,Ladbroke Grove,Lambeth North,Lancaster Gate,Langdon Park,Latimer Road,Leicester Square,Lewisham,Leyton,Leyton Midland Road,Leytonstone,Leytonstone High Road,Limehouse,Liverpool Street,London Bridge,London City Airport,London Fields,Loughton,Maida Vale,Manor House,Manor Park,Mansion House,Marble Arch,Maryland,Marylebone,Mile End,Mill Hill East,Moor Park,Moorgate,Morden,Mornington Crescent,Mudchute,Neasden,New Cross,New Cross Gate,Newbury Park,North Acton,North Ealing,North Greenwich,North Harrow,North Wembley,Northfields,Northolt,Northwick Park,Northwood,Northwood Hills,Norwood Junction,Notting Hill Gate,Oakwood,Old Street,Osterley,Oval,Oxford Circus,Paddington,Park Royal,Parsons Green,Peckham Rye,Penge West,Perivale,Piccadilly Circus,Pimlico,Pinner,Plaistow,Pontoon Dock,Poplar,Preston Road,Prince Regent,Pudding Mill Lane,Putney Bridge,Queen's Park,Queens Road Peckham,Queensbury,Queensway,Ravenscourt Park,Rayners Lane,Rectory Road,Redbridge,Regent's Park,Richmond,Rickmansworth,Roding Valley,Romford,Rotherhithe,Royal Albert,Royal Oak,Royal Victoria,Ruislip,Ruislip Gardens,Ruislip Manor,Russell Square,Seven Kings,Seven Sisters,Shadwell,Shenfield,Shepherd's Bush,Shepherd's Bush Market,Shoreditch High Street,Silver Street,Sloane Square,Snaresbrook,South Acton,South Ealing,South Hampstead,South Harrow,South Kensington,South Kenton,South Quay,South Ruislip,South Tottenham,South Wimbledon,South Woodford,Southbury,Southfields,Southgate,Southwark,St James Street,St. James's Park,St. John's Wood,St. Paul's,Stamford Brook,Stamford Hill,Stanmore,Star Lane,Stepney Green,Stockwell,Stoke Newington,Stonebridge Park,Stratford,Stratford High Street,Stratford International,Sudbury Hill,Sudbury Town,Surrey Quays,Swiss Cottage,Sydenham,Temple,Theobalds Grove,Theydon Bois,Tooting Bec,Tooting Broadway,Tottenham Court Road,Tottenham Hale,Totteridge & Whetstone,Tower Gateway,Tower Hill,Tufnell Park,Turkey Street,Turnham Green,Turnpike Lane,Upminster,Upminster Bridge,Upney,Upper Holloway,Upton Park,Uxbridge,Vauxhall,Victoria,Walthamstow Central,Walthamstow Queens Road,Wandsworth Road,Wanstead,Wanstead Park,Wapping,Warren Street,Warwick Avenue,Waterloo,Watford,Watford High Street,Watford Junction,Wembley Central,Wembley Park,West Acton,West Brompton,West Croydon,West Finchley,West Ham,West Hampstead,West Harrow,West India Quay,West Kensington,West Ruislip,West Silvertown,Westbourne Park,Westferry,Westminster,White City,White Hart Lane,Whitechapel,Willesden Green,Willesden Junction,Wimbledon,Wimbledon Park,Wood Green,Wood Lane,Wood Street,Woodford,Woodgrange Park,Woodside Park,Woolwich Arsenal,All
Stockwell,0,0,9,23,56,0,0,1,0,77,18,1,2,83,128,870,41,4,1,29,0,2,0,0,0,21,16,19,128,8,0,60,113,2,2,0,5,2,0,64,0,7,0,0,0,0,3,0,0,14,0,0,0,64,9,229,19,6,0,2,0,0,0,15,171,59,0,0,0,0,11,0,25,0,0,5,48,0,1,15,31,16,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,19,0,41,7,7,2,0,1,0,2,40,0,71,0,0,121,0,0,0,204,0,0,137,14,10,0,49,0,0,29,0,2,0,50,5,0,42,0,0,0,0,467,7,0,29,0,0,0,0,0,146,16,0,13,4,0,0,0,4,0,4,0,1,3,7,7,0,2,59,0,133,4,0,126,25,10,0,0,0,1,2,1,0,5,0,0,0,0,10,2,0,0,34,0,0,2,5,0,8,0,348,1,38,6,4,6,0,3,89,0,1,0,2,0,0,67,396,0,0,1,5,5,0,40,36,0,47,13,2,0,519,51,34,0,3,0,0,1,18,0,22,2,1,1,0,5,0,0,0,28,2,307,0,16,724,144,6,37,0,0,1,19,100,0,1,0,0,0,0,0,11,13,0,0,18,15,0,0,0,39,2,0,0,0,0,0,1,0,0,0,0,17,0,39,0,0,42,0,0,0,88,1,0,3,0,0,133,0,0,0,0,34,0,0,2,1,14,0,30,25,46,10,0,3,0,6,0,0,0,65,0,0,0,0,0,16,0,51,0,0,39,122,133,26,1,0,51,3,0,22,3,0,0,0,0,1,9,476,650,23,0,0,0,0,0,294,15,178,0,0,0,1,19,1,21,0,0,3,18,0,0,15,2,0,5,0,20,68,0,17,6,4,0,1,9,0,0,0,0,3,0,10667
Stoke Newington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,9,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,1096
Stonebridge Park,0,1,0,7,2,0,0,0,0,1,1,0,0,18,1,20,6,0,0,0,0,2,0,0,0,0,1,1,2,0,0,9,1,0,0,0,0,0,0,5,0,0,1,7,0,0,0,0,18,0,1,0,5,1,3,11,4,1,0,0,7,0,0,0,10,13,0,0,0,0,0,0,1,3,7,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,16,0,14,0,0,4,0,0,0,82,1,0,13,0,0,2,2,0,0,4,0,0,0,3,0,0,2,0,1,0,1,8,0,0,6,1,0,1,0,0,2,0,8,0,20,0,0,77,1,1,0,23,0,0,0,0,0,0,9,0,3,0,0,13,0,1,1,0,0,0,0,0,0,1,0,0,2,0,2,23,4,5,0,0,58,1,0,8,25,0,9,0,4,0,4,0,0,0,2,0,0,0,0,0,0,13,12,0,0,0,24,0,0,3,2,0,6,4,0,0,6,1,0,0,0,0,0,0,0,0,2,0,16,0,0,0,0,0,0,4,0,3,0,0,27,29,0,4,0,0,0,15,4,0,0,0,0,0,0,0,3,50,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,18,0,0,0,3,0,2,0,15,0,5,19,0,0,0,0,0,0,0,0,6,0,5,1,10,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,1,0,0,1,2,4,1,0,0,3,0,0,0,0,0,0,0,0,0,1,16,31,3,0,0,0,0,0,2,25,26,0,21,24,60,0,0,11,0,0,0,4,0,0,0,0,0,0,0,5,0,0,2,0,242,4,0,1,0,0,0,0,0,0,1482
Stratford,223,25,7,18,186,157,3,0,0,167,23,7,2,227,34,1138,150,16,43,27,0,0,0,0,9,9,388,627,65,0,6,835,49,6,10,177,19,5,104,95,0,38,50,75,0,54,4,0,0,16,691,0,1163,34,899,3875,1296,11,297,3,0,291,0,12,1215,87,0,0,28,0,2,0,47,0,5,18,31,0,2,32,11,80,140,1,0,0,0,243,3,12,18,5,1040,156,0,66,242,20,178,2,68,37,19,56,24,17,0,6,77,4,218,3,24,95,0,3,76,70,149,28,302,25,29,161,6,400,0,42,0,119,110,59,28,0,65,380,207,16,76,502,20,29,69,1167,0,352,8,73,123,10,444,80,18,163,0,4,14,0,3,0,2,7,19,63,216,7,57,0,1191,11,0,1395,78,21,1091,0,4,13,10,8,18,59,0,901,36,64,28,1,92,58,11,37,0,6,18,0,16,93,161,10,227,7,10,162,626,3,117,292,311,0,398,0,44,6946,1317,170,0,99,17,22,185,7,398,115,66,500,6,0,26,32,38,16,21,0,0,79,101,0,772,0,2,4,10,7,3,0,0,181,1,126,3,70,1047,103,2,28,0,0,18,205,67,0,19,221,145,2,0,222,32,18,0,13,129,9,1,0,41,24,34,1,20,843,0,1,3,1,1,0,0,86,275,0,13,0,299,0,0,3,101,99,52,2,0,0,149,1,696,1,0,14,173,0,6,10,839,0,196,98,1060,3,1,7,430,109,35,2,12,0,119,486,0,0,0,52,0,80,0,7,22,78,1085,0,6,2,142,8,0,7,17,0,4,7,3,34,19,302,354,0,0,0,76,0,0,56,15,1448,2,2,1,9,59,7,57,0,1,277,175,1,184,14,1,213,10,15,679,220,4,765,16,83,3,4,43,1,0,133,0,8,1106,59311
Stratford High Street,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,96,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,379
Stratford International,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,4,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,6,0,0,4,0,0,0,0,8,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,1461,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,4,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,2287
Sudbury Hill,0,0,49,2,1,0,26,0,0,4,0,0,0,5,0,5,3,0,0,17,0,1,0,0,0,0,0,0,5,0,0,5,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,1,2,0,0,0,0,0,1,4,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,65,57,0,0,0,0,7,9,0,1,0,5,0,0,1,0,0,0,1,3,0,5,0,7,0,3,0,0,10,0,0,0,18,0,3,2,0,0,0,3,12,0,0,3,0,0,0,0,0,137,0,0,0,0,0,0,0,5,0,3,0,0,2,5,0,0,0,5,0,1,0,9,15,1,2,0,0,0,5,22,3,0,4,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12,1,22,4,2,0,0,2,6,0,0,0,0,0,0,8,12,0,0,0,0,3,0,5,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,45,2,0,0,17,0,1,2,0,0,3,0,6,7,0,7,4,67,12,0,0,0,15,1,0,0,0,0,0,0,0,12,0,0,0,0,9,26,0,0,0,24,0,0,0,0,0,2,0,4,0,8,6,0,1,0,0,0,1,0,0,6,0,0,6,0,55,30,0,0,0,0,0,0,0,3,1,5,0,12,0,5,6,0,0,0,0,0,0,0,2,0,0,0,14,0,0,0,2,0,0,0,4,1,0,0,0,3,0,0,17,1,0,0,0,0,0,81,4,11,0,0,0,0,0,0,2,0,4,1,0,0,0,1,0,3,0,0,0,0,0,0,2,0,0,1,0,9,0,0,2,0,0,15,1,1,1,0,0,0,0,0,1337
Sudbury Town,0,0,68,1,3,0,20,0,0,3,0,0,0,1,0,11,2,1,0,26,0,1,0,0,0,0,0,0,5,0,0,2,0,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,3,10,0,1,0,0,0,0,0,0,6,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,88,55,0,0,0,0,7,16,0,0,0,3,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,10,0,0,0,20,0,0,2,0,0,0,0,17,0,0,1,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,18,0,1,4,9,0,0,0,5,0,0,1,4,24,0,1,0,0,0,11,33,10,0,10,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,15,0,25,2,0,0,0,2,6,0,0,0,0,0,0,12,13,0,0,0,0,1,0,4,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,52,3,0,0,38,0,0,0,1,0,0,0,6,13,0,5,2,68,8,0,0,0,14,1,0,0,0,0,0,0,0,11,0,0,0,0,15,15,0,0,0,22,0,0,0,0,0,1,0,8,0,4,12,0,0,0,0,1,0,0,0,11,0,0,9,0,42,28,0,0,0,0,0,0,0,2,0,6,0,19,0,9,6,0,0,0,1,1,0,0,1,0,0,8,0,0,0,0,1,0,0,1,1,3,1,0,0,4,0,0,12,1,0,0,0,0,0,74,2,10,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,5,0,0,3,0,0,20,2,2,1,0,0,0,0,0,1493
Surrey Quays,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,0,3,0,1324,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,144,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,16,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,1,5,0,0,0,0,21,0,0,0,10,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,19,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,64,0,3,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,13,0,0,0,0,0,0,0,0,0,5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,1147,0,0,0,0,0,0,0,0,0,0,0,3443
Swiss Cottage,0,0,2,18,6,0,0,0,0,0,0,0,0,140,1,90,18,0,0,5,0,0,0,0,0,0,9,4,36,1,0,233,1,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,362,28,9,0,17,0,0,1,0,78,19,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,13,4,0,7,2,0,1,0,1,0,0,10,0,7,0,0,13,0,0,0,2,30,0,54,0,11,0,4,0,0,8,0,0,0,9,0,1,0,0,0,0,17,184,0,0,3,0,0,0,0,0,38,0,0,2,0,0,0,0,10,0,1,0,1,2,3,0,0,0,11,0,9,0,0,68,7,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,29,0,0,0,29,31,18,3,2,1,0,5,4,0,0,0,1,0,0,98,146,0,0,0,1,0,0,25,10,0,21,6,0,5,47,2,0,0,7,0,0,0,1,0,17,0,0,0,0,13,2,1,0,11,0,4,0,1,45,71,0,5,0,0,0,40,8,0,1,0,0,1,0,0,4,1,0,2,5,2,0,0,0,21,0,0,0,0,0,0,1,0,1,0,0,5,0,7,0,0,10,2,0,0,20,0,0,1,0,0,49,0,0,0,0,0,0,0,1,0,86,0,10,44,96,1,0,8,0,0,2,0,0,30,0,0,0,0,0,0,0,26,0,0,1,3,39,3,0,0,15,0,0,4,0,0,0,0,0,1,13,29,136,3,0,0,0,0,0,3,1,121,0,0,0,0,62,5,4,0,0,4,80,0,0,1,0,0,1,0,136,15,0,2,13,0,1,0,3,3,0,0,0,0,0,3531
Sydenham,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,2,0,3,0,804,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,2,10,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,89,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,1826
Temple,0,0,0,2,14,0,0,0,0,0,0,0,0,4,1,33,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,3,0,1,0,0,1,0,1,0,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,0,4,0,0,1,0,0,0,0,4,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,4,0,0,0,0,0,0,24,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,6,7,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,32,0,0,1,0,0,0,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,27,0,0,0,0,0,0,0,0,2,0,2,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,20,0,0,4,0,0,2,0,0,0,0,0,0,0,0,349
Theobalds Grove,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,523
